curve,threshold,fpr,tpr,recall,precision
ROC,0.5791861829592259,0.05531435922173983,0.3337212377677863,,
ROC,0.578251103361894,0.05576459237819585,0.33430309441946576,,
ROC,0.5774924867357996,0.05605402797877472,0.33514943136736314,,
ROC,0.5764575952869244,0.0564560218684676,0.33581063210790796,,
ROC,0.5753200219512931,0.056841936002572764,0.3364982808780746,,
ROC,0.5742971433090622,0.057147451358739346,0.33731816979635015,,
ROC,0.5731974498218096,0.057452966714905934,0.33816450674424753,,
ROC,0.5721848513046102,0.057774561826660235,0.3389579476329013,,
ROC,0.5713837335472602,0.05809615693841454,0.3397513885215551,,
ROC,0.5701331504585997,0.05846599131693198,0.3404654853213436,,
ROC,0.569271960032892,0.058900144717800286,0.3410737900026448,,
ROC,0.5680271592615523,0.059302138607493164,0.34173499074318964,,
ROC,0.5668866387691923,0.059623733719247465,0.34252843163184343,,
ROC,0.566065613057509,0.059929249075414054,0.343348320550119,,
ROC,0.565144067904813,0.06031516320951921,0.34403596932028563,,
ROC,0.5641304367003452,0.060668917832448946,0.34477651414969585,,
ROC,0.5629526049084215,0.06100659269979097,0.3455435070087278,,
ROC,0.5619656394843101,0.061392506833896125,0.34623115577889446,,
ROC,0.5609634466661315,0.061714101945650426,0.34702459666754826,,
ROC,0.5596994867007113,0.06206785656858016,0.3477651414969585,,
ROC,0.558645621876017,0.062405531435922174,0.34853213435599045,,
ROC,0.5577897664964674,0.06266280752532562,0.34943136736313146,,
ROC,0.5569212279681303,0.06303264190384306,0.35014546416291986,,
ROC,0.5559367470730554,0.06340247628236051,0.35085956096270826,,
ROC,0.5550485715657919,0.06378839041646567,0.3515472097328749,,
ROC,0.5542842540324592,0.06410998552821998,0.3523406506215287,,
ROC,0.5532322876397731,0.06449589966232513,0.35302829939169533,,
ROC,0.5522267325849565,0.06491397330760572,0.35366305210261834,,
ROC,0.5513508452225759,0.06528380768612317,0.3543771489024068,,
ROC,0.5503429449234655,0.0656375623090529,0.35511769373181695,,
ROC,0.5491366476826871,0.06611995497668435,0.35564665432425285,,
ROC,0.5477342083267844,0.0665862678887281,0.3562020629463105,,
ROC,0.5470716729735123,0.06700434153400868,0.3568368156572335,,
ROC,0.5462453631502238,0.0673420164013507,0.35760380851626555,,
ROC,0.5453010550847605,0.06774401029104357,0.3582650092568104,,
ROC,0.5444328455232087,0.06814600418073645,0.3589262099973552,,
ROC,0.5435323335388538,0.06861231709278019,0.35948161861941286,,
ROC,0.542468201179405,0.0689499919601222,0.36024861147844484,,
ROC,0.5412257987242295,0.06933590609422736,0.3609362602486115,,
ROC,0.5404250817993104,0.06972182022833252,0.3616239090187781,,
ROC,0.5394187232920274,0.07013989387361312,0.3622586617297011,,
ROC,0.5385902087412605,0.070541887763306,0.362919862470246,,
ROC,0.5379287407753218,0.07095996140858658,0.363554615181169,,
ROC,0.5370756571767278,0.07126547676475317,0.3643745040994446,,
